id,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
3002,Honda Amaze VX i-DTEC,2013,484999,50000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
3003,Hyundai Creta 1.6 CRDi SX Option,2017,1110000,186000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0
3004,Hyundai i10 Era,2010,210000,20000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0
3005,Renault KWID 1.0 RXT Optional,2017,300000,35000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0
3006,Honda WR-V i-DTEC VX,2017,900000,40000,Diesel,Individual,Manual,First Owner,25.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
3007,Datsun GO T BSIV,2014,225000,35000,Petrol,Individual,Manual,First Owner,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,5.0
3008,Maruti Wagon R VXI Plus Optional,2017,400000,50000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
3009,Mahindra XUV500 W8 AWD,2015,1050000,65000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
3010,Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0
3011,Mahindra KUV 100 D75 K8 Dual Tone,2017,690000,40000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0
3012,Maruti Swift VDI Optional,2016,600000,47000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
3013,Toyota Fortuner 2.8 2WD AT BSIV,2018,2940000,100000,Diesel,Dealer,Automatic,First Owner,12.9 kmpl,2755 CC,174.5 bhp,450Nm@ 1600-2400rpm,7.0
3014,Tata Indica Vista Aura 1.3 Quadrajet (ABS) BS IV,2010,250000,37944,Diesel,Individual,Manual,First Owner,18.4 kmpl,1248 CC,75 bhp,190Nm@ 1750rpm,5.0
3015,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
3016,Hyundai i20 1.4 Sportz,2017,600000,60000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
3017,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,500000,132000,Diesel,Dealer,Manual,Second Owner,22.7 kmpl,1498 CC,89.84 bhp,204Nm@ 2000-2750rpm,5.0
3018,Renault Duster 85PS Diesel RxL Optional,2013,490000,95000,Diesel,Individual,Manual,First Owner,20.46 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0
3019,Maruti Swift Dzire ZDi,2012,320000,193000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0
3020,Maruti Omni E 8 Str STD,2005,105000,59635,Petrol,Dealer,Manual,Second Owner,,,,,
3021,Toyota Etios 1.4 VXD,2017,650000,120000,Diesel,Individual,Manual,Second Owner,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5.0
3022,Tata Indigo CS eLX BS IV,2014,250000,50000,Diesel,Individual,Manual,Second Owner,25.0 kmpl,1396 CC,69.01 bhp,140Nm@ 1800-3000rpm,5.0
3023,Maruti Wagon R VXI BSIII,2012,221000,70000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
3024,Honda City 1.5 V MT,2011,500000,35000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5.0
3025,Maruti Ritz VDi ABS,2011,210000,100000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5.0
3026,Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0
3027,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,450000,192000,Diesel,Individual,Manual,Fourth & Above Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0
3028,Hyundai Grand i10 CRDi Sportz,2016,480000,30000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5.0
3029,Maruti Alto LXi,2007,100000,90000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
3030,Ford Fiesta Classic 1.6 Duratec LXI,2012,256000,90000,Petrol,Individual,Manual,Second Owner,15.3 kmpl,1596 CC,99.6 bhp,146Nm@ 3400rpm,5.0
3031,Tata Zest Quadrajet 1.3 75PS XM,2017,490000,90000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0
3032,Mahindra Scorpio S4 Plus 4WD,2017,950000,54470,Diesel,Dealer,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0
3033,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5.0
3034,BMW 3 Series GT Luxury Line,2016,2950000,60000,Diesel,Dealer,Automatic,First Owner,21.76 kmpl,1995 CC,188 bhp,400Nm@ 1750-2500rpm,5.0
3035,Hyundai i20 1.2 Sportz,2011,300000,45000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0
3036,Mahindra Bolero 2011-2019 SLE,2012,400000,120000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0
3037,Skoda Rapid 1.6 MPI Elegance,2012,385000,116000,Petrol,Individual,Manual,First Owner,15.0 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5.0
3038,Volkswagen Vento Diesel Highline,2012,361000,90000,Diesel,Individual,Manual,First Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0
3039,Maruti Swift VDI BSIV,2014,375000,88000,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
3040,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5.0
3041,Datsun RediGO T Option,2018,217000,25000,Petrol,Individual,Manual,First Owner,22.7 kmpl,799 CC,53.64 bhp,72Nm@ 4386rpm,5.0
3042,Mahindra Verito 1.5 D2 BSIII,2011,210000,215000,Diesel,Individual,Manual,First Owner,21.0 kmpl,1461 CC,64.1 bhp,160Nm@ 2000rpm,5.0
3043,Hyundai i20 1.4 CRDi Asta,2011,220000,120000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0
3044,Maruti Wagon R AMT VXI,2017,350000,50000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5.0
3045,Tata Indigo eCS LX BSIV,2011,210000,175000,Diesel,Individual,Manual,Second Owner,23.03 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0
3046,Ford Figo Petrol ZXI,2010,250000,48000,Petrol,Individual,Manual,First Owner,15.6 kmpl,1196 CC,70 bhp,102Nm@ 4000rpm,5.0
3047,Skoda Fabia 1.2 MPI Ambition Plus,2012,320000,55885,Petrol,Dealer,Manual,First Owner,16.25 kmpl,1198 CC,75 bhp,110Nm@ 3750rpm,5.0
3048,Hyundai i10 Magna,2013,229999,39000,Petrol,Dealer,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0
3049,Maruti Swift Dzire VDI,2016,550000,76000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
3050,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
3051,Hyundai Verna CRDi SX,2010,310000,120000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5.0
3052,BMW 5 Series 520d Luxury Line,2019,5200000,10000,Diesel,Dealer,Automatic,First Owner,18.12 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0
3053,Volkswagen Vento Diesel Highline,2012,450000,90000,Diesel,Individual,Manual,First Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0
3054,Nissan Sunny Diesel XV,2014,320000,91000,Diesel,Individual,Manual,Fourth & Above Owner,22.71 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5.0
3055,Maruti Omni E MPI STD BS IV,2018,200000,25000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8.0
3056,Maruti Alto 800 LXI,2016,240000,50000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
3057,Hyundai Santro Xing GL Plus,2013,187000,120000,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0
3058,Tata Indica DLS,2005,75000,110000,Diesel,Individual,Manual,Second Owner,,,,,
3059,Maruti Vitara Brezza LDi,2017,650000,16200,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
3060,Tata Zest Quadrajet 1.3 XMS,2015,450000,57000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1248 CC,88.7 bhp,200Nm@ 1750-3000rpm,5.0
3061,Tata Tiago 1.2 Revotron XZ,2017,450000,90000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0
3062,Skoda Octavia Ambiente 1.9 TDI MT,2007,110000,120000,Diesel,Individual,Manual,Second Owner,18.7 kmpl,1896 CC,66 bhp,210 / 1900,5.0
3063,Ford Fiesta EXi 1.4 TDCi Ltd,2011,260000,110000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1399 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5.0
3064,Maruti Swift VXI,2019,610000,18000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
3065,Maruti Ertiga ZXI,2015,700000,35000,Petrol,Individual,Manual,First Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7.0
3066,Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,17000,Petrol,Individual,Automatic,First Owner,9.5 kmpl,3604 CC,280 bhp,347Nm@ 4300rpm,5.0
3067,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2006,300000,140000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0
3068,Tata Indica V2 DLS TC,2008,100000,40000,Diesel,Individual,Manual,First Owner,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5.0
3069,Nissan Sunny XV,2013,275000,80000,Petrol,Individual,Manual,Third Owner,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm,5.0
3070,Hyundai Grand i10 Sportz,2015,511000,30000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
3071,Maruti Ertiga SHVS VDI,2017,720000,80000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0
3072,Renault Captur 1.5 Diesel RXT,2017,900000,50000,Diesel,Individual,Manual,First Owner,20.37 kmpl,1461 CC,108.45 bhp,240Nm@ 1750rpm,5.0
3073,Tata Indica Vista Terra Quadrajet 1.3L,2010,105000,120000,Diesel,Individual,Manual,Second Owner,18.0 kmpl,1248 CC,75 bhp,190Nm@ 1750rpm,5.0
3074,Tata Sumo CX,2012,250999,120000,Diesel,Individual,Manual,Fourth & Above Owner,15.3 kmpl,2956 CC,83.8 bhp,250Nm@ 1000-2000rpm,7.0
3075,Hyundai i10 LPG,2012,275000,97000,LPG,Individual,Manual,Third Owner,19.0 km/kg,1086 CC,68.1 bhp,99.1Nm@ 4500rpm,5.0
3076,Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
3077,Maruti Vitara Brezza VDi,2018,750000,5000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
3078,Hyundai Creta 1.4 EX Diesel,2020,1050000,20000,Diesel,Individual,Manual,First Owner,22.1 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5.0
3079,Mahindra XUV500 W8 2WD,2012,535000,120000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
3080,Maruti Alto LXi,2010,170000,75000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
3081,Toyota Fortuner 3.0 Diesel,2011,1150000,181000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,2982 CC,171 bhp,343Nm@ 1400-3400rpm,7.0
3082,Maruti Ritz LDi,2010,200000,70000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0
3083,Renault Duster 110PS Diesel RxL,2015,600000,136000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5.0
3084,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5.0
3085,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2017,500000,20000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0
3086,Mahindra Scorpio S2 9 Seater,2015,650000,110000,Diesel,Individual,Manual,Second Owner,15.4 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,9.0
3087,Tata Safari DICOR 2.2 EX 4x2,2011,225000,110000,Diesel,Individual,Manual,Third Owner,13.93 kmpl,2179 CC,138.03 bhp,320Nm@ 1700-2700rpm,7.0
3088,Maruti Ciaz ZDi Plus SHVS,2015,630000,70000,Diesel,Individual,Manual,Second Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
3089,Toyota Innova Crysta 2.5 VX BS IV,2011,800000,60000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7.0
3090,Mahindra TUV 300 T8,2016,730000,65100,Diesel,Individual,Manual,Second Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
3091,Hyundai Xcent 1.2 Kappa AT S Option,2015,400000,100000,Petrol,Individual,Automatic,First Owner,16.9 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5.0
3092,Tata Indica Vista Quadrajet VX,2012,130000,60000,Diesel,Individual,Manual,First Owner,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0
3093,Mahindra Bolero SLX 2WD BSIII,2009,290000,120000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0
3094,Mahindra Scorpio S5 BSIV,2019,1000000,60000,Diesel,Individual,Manual,First Owner,16.36 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0
3095,Chevrolet Spark 1.0 LT,2007,90000,60000,Petrol,Individual,Manual,Second Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0
3096,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
3097,Honda City i DTEC VX,2014,650000,167000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
3098,Ford Fiesta 1.4 Duratorq EXI,2007,125000,110000,Diesel,Individual,Manual,Third Owner,17.8 kmpl,1399 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5.0
3099,Tata Nano LX,2015,130000,60000,Petrol,Individual,Manual,First Owner,25.4 kmpl,624 CC,37.48 bhp,51Nm@ 4000+/-500rpm,4.0
3100,Chevrolet Spark 1.0,2010,90000,70000,Petrol,Individual,Manual,Second Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0
3101,Toyota Innova 2.5 VX 7 STR,2010,515000,200000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7.0
3102,Toyota Corolla Altis D-4D G,2015,790000,126000,Diesel,Individual,Manual,Third Owner,21.43 kmpl,1364 CC,87.2 bhp,205Nm@ 1800-2800rpm,5.0
3103,Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,650000,53000,Diesel,Individual,Manual,First Owner,20.14 kmpl,1498 CC,88 bhp,230Nm@ 1500-2500rpm,5.0
3104,Maruti Alto K10 2010-2014 VXI,2012,275000,50000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
3105,Maruti Swift Dzire 1.2 Lxi BSIV,2009,190000,160000,Petrol,Individual,Manual,Third Owner,17.5 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0
3106,Mahindra XUV500 W8 4WD,2012,550000,130000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
3107,Tata Indica V2 2001-2011 DLS BSIII,2009,90000,120000,Diesel,Individual,Manual,Second Owner,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5.0
3108,Volkswagen Vento Diesel Highline,2011,275000,125000,Diesel,Individual,Manual,Fourth & Above Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0
3109,BMW 3 Series 320d Luxury Line Plus,2017,2600000,44000,Diesel,Dealer,Automatic,First Owner,22.69 kmpl,1995 CC,190 bhp,400Nm@ 1750-2750rpm,5.0
3110,Maruti Wagon R LX BSIII,2006,80000,90000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,1061 CC,64 bhp,"8.6@ 3,500(kgm@ rpm)",5.0
3111,Hyundai Elantra SX AT,2013,690000,68000,Petrol,Dealer,Automatic,First Owner,14.5 kmpl,1797 CC,147.5 bhp,177.5Nm@ 4700rpm,5.0
3112,Renault Captur 1.5 Diesel RXT,2018,1265000,12000,Diesel,Individual,Manual,First Owner,20.37 kmpl,1461 CC,108.45 bhp,240Nm@ 1750rpm,5.0
3113,Hyundai Santro Xing XL,2007,90000,64000,Petrol,Individual,Manual,First Owner,,,,,
3114,Hyundai Creta 1.4 CRDi S,2019,1050000,27000,Diesel,Individual,Manual,First Owner,21.38 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5.0
3115,Maruti A-Star Vxi,2009,120000,140000,Petrol,Individual,Manual,Third Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5.0
3116,Mercedes-Benz New C-Class 220 CDI AT,2013,1550000,25000,Diesel,Individual,Automatic,First Owner,14.84 kmpl,2143 CC,170 bhp,400Nm@ 1400-2800rpm,5.0
3117,Ford Figo 1.2P Titanium Opt MT,2016,370000,60000,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5.0
3118,Maruti Vitara Brezza VDi,2018,800000,27000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
3119,Hyundai Xcent 1.1 CRDi SX,2015,425000,60000,Diesel,Individual,Manual,First Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5.0
3120,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5.0
3121,Mahindra XUV500 W11 AT BSIV,2019,1650000,25000,Diesel,Individual,Automatic,Second Owner,15.1 kmpl,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm,7.0
3122,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,990000,15000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
3123,Mahindra XUV500 W6 2WD,2015,1050000,28000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
3124,Skoda Rapid 1.5 TDI Ambition BSIV,2018,950000,40000,Diesel,Individual,Manual,First Owner,21.13 kmpl,1498 CC,108.6 bhp,250Nm@ 1500-2500rpm,5.0
3125,Toyota Etios VD,2012,400000,74500,Diesel,Individual,Manual,First Owner,,,,,
3126,Tata Safari Storme VX Varicor 400,2019,1250000,100000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7.0
3127,Tata Tiago 1.2 Revotron XTA,2018,500000,5000,Petrol,Individual,Automatic,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0
3128,Mahindra Xylo E8 ABS Airbag,2011,600000,230000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,7.0
3129,Mahindra XUV500 W6 2WD,2016,1000000,100000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
3130,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2016,690000,32000,Diesel,Dealer,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
3131,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,650000,22200,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
3132,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,30000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0
3133,Maruti Wagon R AX Minor,2007,80000,63000,Petrol,Individual,Automatic,Third Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5.0
3134,Maruti Alto LXi,2010,180000,80500,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
3135,Maruti Zen VXi - BS III,2003,120000,120000,Petrol,Individual,Manual,Third Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5.0
3136,Volkswagen Passat Highline DSG S (Spl. Edition),2012,799000,61100,Diesel,Dealer,Automatic,First Owner,14.3 kmpl,1968 CC,140 bhp,"36.6@ 1,750-2,500(kgm@ rpm)",5.0
3137,Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,4600000,7976,Diesel,Individual,Automatic,First Owner,17.9 kmpl,2143 CC,170 bhp,400Nm@ 1400-2800rpm,5.0
3138,Maruti Celerio VXI,2015,350000,25000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
3139,Honda Amaze VX i-DTEC,2013,420000,40000,Diesel,Individual,Manual,Second Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
3140,Renault KWID RXT,2018,335000,30000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0
3141,Maruti Swift Dzire VDI,2018,650000,35500,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0
3142,Mahindra XUV500 W6 2WD,2014,780000,69000,Diesel,Dealer,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
3143,Hyundai EON D Lite Plus,2014,180000,62000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
3144,Hyundai Creta 1.4 CRDi S,2018,1050000,70000,Diesel,Individual,Manual,First Owner,21.38 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5.0
3145,Hyundai Verna 1.6 CRDi S,2016,800000,80000,Diesel,Individual,Manual,First Owner,23.9 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0
3146,Tata Indigo CS LX (TDI) BS III,2012,204999,120000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5.0
3147,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5.0
3148,Maruti Ritz ZXi,2013,415000,60000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5.0
3149,Hyundai Grand i10 Asta,2016,550000,70000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
3150,Volkswagen Jetta 1.6 Trendline,2010,225000,80000,Petrol,Individual,Manual,Second Owner,14.0 kmpl,1595 CC,102 bhp,"15@ 3,800(kgm@ rpm)",5.0
3151,Volkswagen Polo 1.5 TDI Highline,2015,520000,110000,Diesel,Individual,Manual,Second Owner,20.14 kmpl,1498 CC,88.8 bhp,230Nm@ 1500-2500rpm,5.0
3152,Maruti Ertiga VXI,2014,560000,25000,Petrol,Individual,Manual,First Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7.0
3153,Ford Figo 1.2P Ambiente MT,2017,370000,40000,Petrol,Individual,Manual,Second Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5.0
3154,Maruti Ignis 1.2 AMT Delta BSIV,2019,525000,20000,Petrol,Individual,Automatic,First Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
3155,Maruti Ertiga ZDI,2014,560000,90000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7.0
3156,Maruti Vitara Brezza ZDi,2018,875000,50000,Diesel,Dealer,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
3157,Tata Manza Club Class Quadrajet90 LS,2013,250000,50000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5.0
